Category,Band,Offence,Contrary to,Year and Chapter
17,17.1,Have in possession or  control identity documents with improper intent,"Identity Documents Act 2010, s.4",2010 c. 40
17,17.1,Make or have in possession or control apparatus / article / material designed / adapted for making false identity documents,"Identity Documents Act 2010, s.5",2010 c. 40
17,17.1,Have in possess or control a false / improperly obtained / another person's identity document or apparatus for making false identity documents,"Identity Documents Act 2010, s.6",2010 c. 40
17,17.1,"Non British Citizen, by means including deception, obtains or seeks to obtain leave to enter or remain in the UK or, postponement, avoidance or revocation of enforcement action against him","Immigration Act 1971, s.24A",1971 c. 77
17,17.1,Helping asylum seeker to enter UK,"Immigration Act 1971, s.25A",1971 c. 77
17,17.1,"Makes/uses or attempts to use a false registration card, alters a registration card, makes article designed to be used in making false registration card or altering card etc.; has in possession a false registration card or article as above","Immigration Act 1971, s.26A (3)(a) to (h)",1971 c. 77
17,17.1,Possession of Immigration Stamp,"Immigration Act 1971, s.26B",1971 c. 77
17,17.1,Assaulting a detainee custody officer,"Immigration and Asylum Act 1999,  paragraph 4, schedule 11",1999 c. 33
17,17.1,Providing immigration advice (unqualified),"Immigration and Asylum Act 1999, s.91(1)",1999 c. 33
17,17.1,Obtain benefits or advantage for self or anyone else by making dishonest representations,"Immigration and Asylum Act 1999, s.106",1999 c. 33
17,17.1,"Disclosure by certain persons employed at detention centres or in accordance with escort arrangement, of information relating to detained persons","Immigration and Asylum Act 1999, s.158",1999 c. 33
17,17.1,Publicly displaying indecent matter,"Indecent Displays (Control) Act 1981, s.1",1981 c. 42
17,17.1,Knowingly or recklessly furnishes return etc. which is false; wilfully makes false entry in any record; discloses information without required consent,"Industrial Training Act 1982, s.6(6)",1982 c. 10
17,17.1,"Fraud etc. in anticipation of company winding up [Knowingly taking in pawn or pledge, or otherwise receiving, company  property]","Insolvency Act 1986, s.206(1)",1986 c. 45
17,17.1,False representations or fraud for purpose of obtaining creditors’ consent to an agreement in connection with winding up ,"Insolvency Act 1986, s.211",1986 c. 45
17,17.1,Contravening restrictions on re-use of name of company in insolvent liquidation,"Insolvency Act 1986, s.216(4)",1986 c. 45
17,17.1,Making false representations or omissions in connection with (application for) debt relief order,"Insolvency Act 1986, s.251O (1),(2)(b),(4b)",1986 c. 45
17,17.1,Failure to comply with duty in connection with (application for) debt relief order ,"Insolvency Act 1986, s.251O(2)(a), s.251O(4)(a)",1986 c. 45
17,17.1,"Failure to provide, concealing, destroying, falsification etc. of documents ","Insolvency Act 1986, S.251P",1986 c. 45
17,17.1,Obtaining credit/engaging in business without disclosing status/name while being subject to debt relief order,"Insolvency Act 1986, s.251S",1986 c. 45
17,17.1,"Make a false representation, fraudulently do / omit to do a thing for the purpose of obtaining approval of creditors. ","Insolvency Act 1986, s.262A",1986 c. 45
17,17.1,Acting as insolvency practitioner when not qualified,"Insolvency Act 1986, s.389",1986 c. 45
17,17.1,Disclosure of information obtained under the Act without consent,"Iron and Steel Act 1982, s.33",1982 c. 25
17,17.1,Marketing of knives in a way likely to encourage violent behaviour,"Knives Act 1997, s.1(1)",1997 c. 21
17,17.1,Publishing material in connection with a knife which is likely to encourage violent behaviour,"Knives Act 1997, s.2(1)",1997 c. 21
17,17.1,Improper alteration of registers,"Land Registration Act 2002, s.124 ",2002 c. 9
17,17.1,TEW Offences ,Legal Services Act 2007,2007 c. 29
17,17.1,Making a false written statement tendered in evidence,"Magistrates’ Court Act 1980, s.106 and Criminal Justice Act 1967, s.89","1980 c. 43,1967, c.80"
17,17.1,Sending letters etc with intent to cause distress or anxiety,"Malicious Communications Act 1988, s.1",1988 c. 27
17,17.1,Obstructing engine or carriage on railway,"Malicious Damage Act 1861, s.36",1861 c. 97
17,17.1,Failure to comply with a requirement or direction by an enforcement officer,"Marine and Coastal Access Act 2009, s.292(1)",2009 c. 23
17,17.1,TEW offences,"Medicines (Homoeopathic Medicinal Products For Human Use) Amendment Regulations 2005, Schedule 6",2005 No. 2753
17,17.1,Adulterating or selling sub-standard medicinal products,"Medicines Act 1968, s.67(2), s.67(3)",1968 c. 67
17,17.1,Making a false statement to a person authorised to enter premises under the Act,"Medicines Act 1968, s.114(3)",1968 c. 67
17,17.1,Disclosure of information obtained under the Act,"Medicines Act 1968, s.118",1968 c. 67
17,17.1,Giving false warranties,"Medicines Act 1968, s.123",1968 c. 67
17,17.1,TEW  Offences,Medicines for Human Use (Clinical Trials) Regulations 2004,2004 No. 1031
17,17.1,Make a false statement in an application for registration of document for lasting power of attorney or for registration of enduring power of attorney at actual/impending incapacity of donor,"Mental Capacity Act 2005, Schedule 1, Part 2, Paragraph 4(4), and Schedule 4, Part 2, Paragraph 4(7)",2005 c. 9
17,17.1,"Having a false document, making or having a forged document, making or using a false entry or statement in any document to be made for the purposes of the Act","Mental Health Act 1983, s.126(1), s.126(2), s.126(4)",1983 c. 20
17,17.1,"Inducing or assisting a person liable to be detained in a hospital to absent himself without leave or to escape from custody, harbouring a patient who is absent without leave or preventing such person being taken to custody hopsital          ","Mental Health Act 1983, s.128",1983 c. 20
17,17.1,Navigating a ship in contravention of Regulations,"Merchant Shipping (Safety of Navigation) Regulations 2002, Schedule 4, Paragraphs 2-6, 9-11, 15 and 17-19",2002 No. 1473
17,17.1,Operating a vessel in contravention of Regulations,"Merchant Shipping (Technical Requirements for Inland Waterway Vessels) Regulations 2010, Regulation 13(1)",2010 No. 1075
17,17.1,"Fishing in unregistered vessel, making or procuring false or fraudulent fishing vessel certificate","Merchant Shipping Act 1995, s.15, s.124(5)",1995 c. 21
17,17.1,"Concerted disobedience, neglect of duty, impeding navigation of ship","Merchant Shipping Act 1995, s.59",1995 c. 21
17,17.1,Ship entering or remaining in a temporary exclusion zone without necessary authorisation,"Merchant Shipping Act 1995, s.100B(6)",1995 c. 21
17,17.1,Failure to comply with prescribed standards in respect of ship in respect of which trans-shipment licence is in force,"Merchant Shipping Act 1995, s.100G",1995 c. 21
17,17.1,Making a false entry in an oil record book,"Merchant Shipping Act 1995, s.142(8)",1995 c. 21
17,17.1,Selling abroad wreck found in British waters,"Merchant Shipping Act 1995, s.245",1995 c. 21
17,17.1,Failure to comply with direction under Schedule 3A,"Merchant Shipping Act 1995, Schedule 3A",1995 c. 21
17,17.1,Failure to produce information or providing false information relating to disused tips ,"Mines and Quarries (Tips) Act 1969, s.12",1969 c. 10
17,17.1,Contravention of directions relating to safe custody of controlled drugs,"Misuse of Drugs Act 1971, s.11(2)",1971 c. 38
17,17.1,"Failure to comply with notice requiring information relating to  prescribing, supply etc. of drugs  ","Misuse of Drugs Act 1971, s.17(3)",1971 c. 38
17,17.1,"Obstructing an authorised person in exercise of powers of search in relation to controlled drugs, or concealing material relating to such drugs etc","Misuse of Drugs Act 1971, s.23(4)",1971 c. 38
17,17.1,Changing or interfering with operation of unique device identifier,"Mobile Telephones (Re-programming) Act 2002, s.1",2002 c. 31
17,17.1,Possession or supply of anything which may be used for the purpose of changing or interfering with the operation of a unique device identifier,"Mobile Telephones (Re-programming) Act 2002, s.2",2002 c. 31
17,17.1,Making false statement following notice to produce documents,"National Health Service Act 2006, s.204(4)",2006 c. 41
17,17.1,"Disclosure of information other than for a lawful purpose, failure to protect personal information disclosed for purpose of proceedings","National Health Service Act 2006, s.205",2006 c. 41
17,17.1,Wrongful Disclosure of information received from HMRC relating to an identifiable person,"National Lottery Act 1993, s.4c",1993 c. 39
17,17.1,False representations as to the National Lottery,"National Lottery etc. Act 1993, s.16",1993 c. 39
17,17.1,Restriction on disclosure,"Nuclear Safeguards Act 2000, s.6",2000 c. 5
17,17.1,Giving false or misleading information,"Nuclear Safeguards Act 2000, s.7",2000 c. 5
17,17.1,Neglecting to provide for apprentice or servant,"Offences against the Person Act 1861, s.26",1861 c. 100
17,17.1,"Obstructing, assaulting or arresting upon civil process, clergyman performing services","Offences against the Person Act 1861, s.36",1867 c. 100
17,17.1,Assault on person preserving wreck,"Offences against the Person Act 1861, s.37",1864 c. 100
17,17.1,Assault with intent to resist apprehension,"Offences against the Person Act 1861, s.38",1865 c. 100
17,17.1,Bigamy,"Offences Against the Person Act 1861, s.57",1862 c. 100
17,17.1,Procuring drugs etc. to cause abortion,"Offences against the Person Act 1861, s.59",1866 c. 100
17,17.1,Concealment of birth,"Offences against the Person Act 1861, s.60",1863 c. 100
17,17.1,Infringement of the Olympic Association right,"Olympic Symbol etc. (Protection) Act 1995, s.8",1995 c. 32
17,17.1,"Offences arising from breach of regulation 20 (Monies in Trust) and 21 (Monies in Trust where other party to contract is acting otherwise than in the court of business). ","Package Holildays and Package Tours Regulations 1992, Regulation 22",1992 No. 3288
17,17.1,Providing false or misleading information,"Pensions Act 2004, s.80",2004 c. 35
17,17.1,False unsworn statements,"Perjury Act 1911, s.1A",1911 c. 6
17,17.1,False statements on oath not in judicial proceeding,"Perjury Act 1911, s.2",1911 c. 6
17,17.1,False statements etc. - marriage,"Perjury Act 1911, s.3",1911 c. 6
17,17.1,False statements etc. - births or deaths,"Perjury Act 1911, s.4",1911 c. 6
17,17.1,False statutory statements etc. without oath,"Perjury Act 1911, s.5",1911 c. 6
17,17.1,False declarations etc. to obtain registration,"Perjury Act 1911, s.6",1911 c. 6
17,17.1,Contravention of hazardous substances control,"Planning (Hazardous Substances) Act 1990, s.23",1990 c. 10
17,17.1,Failure to comply with Listed Building enforcement notice.,"Planning (Listed Buildings and Conservation Areas) Act 1990, s.43",1990 c. 9
17,17.1,Failure to comply with conditions of Listed Building consent,"Planning (Listed Buildings and Conservation Areas) Act 1990, s.9",1990 c. 9
17,17.1,Assault on a constable,"Police Act 1996, s.89(1)",1996 c. 16
17,17.1,Assault on person assisting a constable,"Police Act 1996, s89(1)",1996 c. 16
17,17.1,Causing disaffection among the police,"Police Act 1996, s.91",1996 c. 16
17,17.1,Assaulting a designated or accredited person in the execution of their duty,"Police Reform Act 2002, s.46(1)",2002 c. 30
17,17.1,Resisting or wilfully obstructing a designated or accredited person in the execution of their duty,"Police Reform Act 2002, s.46(2)",2002 c. 30
17,17.1,Prohibition on the importation of false identity documents,"Policing and Crime Act 2009, s.101",2009 c. 26
17,17.1,TEW offences,"Political Parties, Elections and Referendums Act 2000",2000 c. 41
17,17.1,"Refuses or neglects to furnish information giving false statement, information obtained for the Act should not be disclosed","Population (Statistics) Act 1938, s.4",1938 c. 12
17,17.1,Interfering with the mail: postal operators,"Postal Services Act 2000, s.83",2000 c. 26
17,17.1,Prohibition on sending certain articles by post,"Postal Services Act 2000, s.85",2000 c. 26
17,17.1,Possession of an offensive weapon,"Prevention of Crime Act 1953, s.1",1953 c. 14
17,17.1,Assisting a prisoner to escape,"Prison Act 1952, s.39",1952 c. 52
17,17.1,Conveyance etc. of List A articles into or out of prison,"Prison Act 1952, s.40",1952 c. 52
17,17.1,Conveyance etc. of List B articles into or out of prison,"Prison Act 1952, s.41",1952 c. 52
17,17.1,Using unlicensed security operative,"Private Security Industry Act 2001, s.5(1)",2001 c. 12
17,17.1,Right to use approved status,"Private Security Industry Act 2001, s.16(2)(a)(b)",2001 c. 12
17,17.1,Imposition of requirements for approval,"Private Security Industry Act 2001, s.17",2001 c. 12
17,17.1,Failure to disclose; another person involved in money laundering - regulated sector,"Proceeds of Crime Act 2002, s.330",2002 c. 29
17,17.1,Failure to disclose; another person involved in money laundering - nominated officer in the regulated field,"Proceeds of Crime Act 2002, s.331",2002 c. 29
17,17.1,Failure to disclose; another person involved in money laundering - other nominated officer in the regulated field,"Proceeds of Crime Act 2002, s.332",2002 c. 29
17,17.1,"Offences of prejudicing an investigation disclosures likely to prejudice investigation; Falsifies, conceals, destroys or otherwise disposes of etc. documents relevant to investigation","Proceeds of Crime Act 2002, s.342",2002 c. 29
17,17.1,"If in purported compliance with requirement imposed under a disclosure order, makes or recklessly makes a false or misleading statement","Proceeds of Crime Act 2002, s.359(3)",2002 c. 29
17,17.1,Financial institution fails to comply with the requirement imposed under customer information order,"Proceeds of Crime Act 2002, s.366(3)",2002 c. 29
17,17.1,Unlawful eviction and harassment of occupier,"Protection from Eviction Act 1977, s.1",1977 c. 43
17,17.1,Harassment,"Protection from Harassment Act 1997, s.2",1997 c. 40
17,17.1,Breach of conditions of injunction against harassment ,"Protection from Harassment Act 1997, s.3",1997 c. 40
17,17.1,Putting people in fear of violence,"Protection from Harassment Act 1997, s.4",1997 c. 40
17,17.1,Stalking involving fear of violence or serious alarm or distress,"Protection from Harrassment Act 1997, s.4A(1)",1997 c. 40
17,17.1,Breach of a restraining order,"Protection from Harassment Act 1997, s.5",1997 c. 40
17,17.1,Failure to hand over a Euro note or coin believing it to be counterfeit,"Protection of the Euro against Counterfeiting Regulations 2001, s.3",2001 No. 3948
17,17.1,Failure to withdraw from circulation a Euro note or coin which is believed to be counterfeit,"Protection of the Euro against Counterfeiting Regulations 2001, regulation 2 (SI 3948/2001)",2001 No. 3948
17,17.1,TEW offences,Protection of Wrecks Act 1973,1973 c. 33
17,17.1,Fear or provocation of violence,"Public Order Act 1986, s.4",1986 c. 64
17,17.1,"Causing intentional harassment, alarm or distress","Public Order Act 1986, s.4A",1986 c. 64
17,17.1,"Harassment, alarm or distress","Public Order Act 1986, s.5",1986 c. 64
17,17.1,Use of words or behaviour or display or written material ,"Public Order Act 1986,  s.18",1986 c. 64
17,17.1,Publishing or distributing written material,"Public Order Act 1986, s.19",1986 c. 64
17,17.1,Public performance of play ,"Public Order Act 1986, s.20",1986 c. 64
17,17.1,"Distributing, showing or playing a recording ","Public Order Act 1986, s.21",1986 c. 64
17,17.1,Broadcasting including programme in programme service,"Public Order Act 1986, s.22",1986 c. 64
17,17.1,Possession of racially inflammatory material ,"Public Order Act 1986, s.23",1986 c. 64
17,17.1,Publishing or distributing written material,"Public Order Act 1986, s.29C",1986 c. 64
17,17.1,"Distributing, showing or playing a recording","Public Order Act 1986, s.29E",1986 c. 64
17,17.1,Possession of inflammatory material,"Public Order Act 1986, s.29G",1986 c. 64
17,17.1,Possession of materials to be used for contaminating goods or possession of contaminated goods,"Public Order Act 1986, s.38(3)",1986 c. 64
17,17.1,Forgery and misuse of documents etc,"Public Passenger Vehicles Act 1981, s.65",1981 c. 14
17,17.1,Taking marks from public stores,"Public Stores Act 1875, s.5",1875 c. 25
17,17.1,Failure to assist a railway investigation branch inspector when required to do so,"Railways (Accident Investigation and Reporting Regulations 2005), Regulation 6(7)",2005 No. 1992
17,17.1,Failure to comply with a direction given by Chief Inspector of Rail Accidents,"Railways and Transport Safety Act 2003, s.10",2003 c. 20
17,17.1,"Master, Pilot or Seamans ability to carry out duties impaired because of drink or drugs","Railways and Transport Safety Act 2003, s.78-80",2003 c. 20
17,17.1,Fail to disclose key to protected information,"Regulation of Investigatory Powers Act 2000, s.53",2000 c. 23
17,17.1,Disclose details of s.49 notice,Regulation of Investigatory Powers Act 2000 S.54,2000 c. 23
17,17.1,Impersonation,"Representation of the People Act 1983, s.60",1983 c. 2
17,17.1,"Tampering with nomination papers, ballot papers etc","Representation of the People Act 1983, s.65(3)",1983 c. 2
17,17.1,False statements in nomination papers,"Representation of the People Act 1983, s.65A",1983 c. 2
17,17.1,Make false declaration with a view to securing release of a vehicle from an immobilization device,"Road Safety (Immobilisation, Removal and Disposal of Vehicles) Regulations 2009, Regulation 8",2009 No. 493
17,17.1,Contravention of regulations in connection with immobilisation device,"Road Traffic Act 1988, s.22, s.160, Schedule 2A, Paragraph 2(1)(2)(4) ",1988 c. 52
17,17.1,Contravention of regulations in connection with securing possession of vehicles,"Road Traffic Act 1988, s.22, s.160, Schedule 2A, Paragraph 4",1988 c. 52
17,17.1,Causing danger to road-users,"Road Traffic Act 1988, s.22A",1988 c. 52
17,17.1,Tampering with motor vehicles,"Road Traffic Act 1988, s.25",1988 c. 52
17,17.1,"Forgery of documents, etc","Road Traffic Act 1988, s.173",1988 c. 52
17,17.1,False statements and withholding material information,"Road Traffic Act 1988, s.174",1988 c. 52
17,17.1,Mishandling or faking parking documents ,"Road Traffic Regulation Act 1984, s.115",1984 c. 27
17,17.1,"Barred person seeking, offering to engage or engaging in regulated activity","Safeguarding Vulnerable Groups Act 2006, s.7",2006 c. 47
17,17.1,Permitting barred person to engage in regulated activity,"Safeguarding Vulnerable Groups Act 2006, s.9",2006 c. 47
17,17.1,Knowingly supply a barred individual to engage in regulated activity while acting/appearing to act for personnel supplier,"Safeguarding Vulnerable Groups Act 2006, s.19(2)",2006 c. 47
17,17.1,"Fishing with, or possessing, prohibited implements","Salmon and Freshwater Fisheries Act 1975, s.1",1975 c. 51
17,17.1,Publication or disclosure of information,"Sea Fish Industry Act 1970, s.14, s.42",1970 c. 11
17,17.1,Failure to comply with a Serious Crime Prevention Order ,"Serious Crime Act 2007, s.25",2007 c. 27
17,17.1,Disclosure of protected information,"Serious Crime Act 2007, s.69",2007 c. 27
17,17.1,Controlling or coercive behaviour,"Serious Crime Act 2015, s.76(1)",2015 c. 9
17,17.1,Disclosure of information about protection arrangements,"Serious Organised Crime and Police Act 2005, s.86",2005 c. 15
17,17.1,Disclosure of information relating to persons assuming new identity,"Serious Organised Crime and Police Act 2005, s.88",2005 c. 15
17,17.1,Interference with contractual relationships so as to harm animal research organisations,"Serious Organised Crime and Police Act 2005, s.145",2005 c. 15
17,17.1,Intimidation of persons connected with animal research organisations,"Serious Organised Crime and Police Act 2005, s.146",2005 c. 15
17,17.1,"Person who has been given, or shown protected material, gives a copy or otherwise to any person other than the defendant","Sexual Offences (Protected Material) Act 1997, s.8(2)(a)",1997 c. 39
17,17.1,"Person who has been given, or shown, protected material, gives a copy or otherwise to the defendant when not supposed to","Sexual Offences (Protected Material) Act 1997, s. 8(2)(b)",1997 c. 39
17,17.1,Soliciting,"Sexual Offences Act 2003, s.51A",2003 c. 42
17,17.1,Exposure,"Sexual Offences Act 2003, s.66",2003 c. 42
17,17.1,Failure to comply with a Notification Order,"Sexual Offences Act 2003, s.91(1)(a)",2003 c. 42
17,17.1,Breach Sexual Harm Prevention Order,"Sexual Offences Act 2003, s.103I(1)(b)",2003 c. 42
17,17.1,Resisting a Sheriff in the execution of a writ,"Sheriffs Act 1887, s.8(2)",1887 c. 55
17,17.1,Fraudulent evasion of contributions,"Social Security Act 1998, s.61",1998 c. 14
17,17.1,Administration of oath by person without jurisdiction,"Statutory Declaration Act 1835, s.13",1835 c. 62
17,17.1,Intentionally doing an act capable of encouraging or assisting the suicide or attempted suicide of another ,"Suicide Act 1961, s.2(1)",1961 c. 60
17,17.1,Fraudulent activity with a view to obtaining payments of tax credit,"Tax Credits Act 2002, s.35(1)",2002 c. 21
17,17.1,Disclosure of information,"Tax Credits Act 2002, s.59 and schedule 5",2002 c. 21
17,17.1,Disclosure of information,"Telecommunications Act 1984, s.101",1984 c. 12
17,17.1,Contravention of Regulation 5 - Small vessels complying with Code of Practice,"The Merchant Shipping (Small Workboats and Pilot Boats) Regulations 1998, Regulation 9(1)",SI 1998/1609
17,17.1,Knowingly harbouring spies,"The Official Secrets Act 1911, s.7",1911 c. 28
17,17.1,Making off without payment,"Theft Act 1978, s.3 ",1978 c. 31
17,17.1,Removal of articles from places open to the public,"Theft Act 1968, s.11",1968 c. 60
17,17.1,Taking of a motor vehicle or other conveyance without authority,"Theft Act 1968, s.12 ",1968 c. 60
17,17.1,Abstracting of electricity,"Theft Act 1968, s.13",1968 c. 60
17,17.1,"False statements by company directors, etc.","Theft Act 1968, s.19",1968 c. 60
17,17.1,"Suppression, etc of documents","Theft Act 1968, s.20(1)",1968 c. 60
17,17.1,"Going equipped for stealing, etc","Theft Act 1968, s.25",1968 c. 60
17,17.1,Prohibition of any sponsorship promoting a tobacco product,"Tobacco Advertising and Promotion Act 2002, s.10, 16(2)",2002 c. 36
17,17.1,"Publishes, or causes to be published, a tobacco advertisement","Tobacco Advertising and Promotion Act 2002, s.2(1)",2002 c. 36
17,17.1,"Prints, devises or distributes in UK a tobacco advertisement","Tobacco Advertising and Promotion Act 2002, s.2(2)",2002 c. 36
17,17.1,Advertising of tobacco in newspapers and periodicals,"Tobacco Advertising and Promotion Act 2002, s.3",2002 c. 36
17,17.1,"Gives, or causes or permits, any product or coupon away to the public in the UK which promotes a tobacco product","Tobacco Advertising and Promotion Act 2002, s.9",2002 c. 36
17,17.1,Contravention of prohibition of restriction,"Tobacco Advertising and Promotion Act 2002, s.11",2002 c. 36
17,17.1,Failure to comply or make false statement,"Tobacco Advertising and Promotions Act 2002, s.15",2002 c. 36
17,17.1,Non-compliance with enforcement notice,"Town and Country Planning Act 1990, s.179",1990 c. 8
17,17.1,Contravention of stop notice,"Town and Country Planning Act 1990, s.187",1990 c. 8
17,17.1,Contravention of discontinuance of use etc. order,"Town and Country Planning Act 1990, s.189",1990 c. 8
17,17.1,Make false statement or withhold information to procure a particular decision on application,"Town and Country Planning Act 1990, s.194",1990 c. 8
17,17.1,Discloses information obtained while on land as to manufacturing process or trade secrets,"Town and Country Planning Act 1990, s.196C(5)",1990 c. 8
17,17.1,Contravening tree preservation order,"Town and Country Planning Act 1990, s.210(1)",1990 c. 8
17,17.1,Unauthorised use of Trade Mark etc. in relation to goods and falsification of Register etc,"Trade Marks Act 1994, s.92 and 94.",1994 c. 26
17,17.1,Assault on a traffic officer,"Traffic Management Act 2004, s.10(1)",2004 c. 18
17,17.1,Resisting or wilfully obstructing a traffic officer in the execution of their duties,"Traffic Management Act 2004, s.10(2)",2004 c. 18
17,17.1,"Fraud, forgery etc. associated with work records","Transport Act 1968, s.99(5)",1968 c. 73
17,17.1,Prohibition on disclosure of information gained under this part of the Act,"Transport Act 2000, s.102, Schedule 9(6)",2000 c. 38
17,17.1,"Contravenes or fails to comply with direction, or makes a disclosure in contravention of a direction, made in the interests of national security etc.","Transport Act 2000, s.38(11)",2000 c. 38
17,17.1,"Provides particulars, or recklessly provides particulars, which he knows are false in a material particular","Transport Act 2000, s.82(3)",2000 c. 38
17,17.1,"Contravenes or fails to comply with a Direction, given in times of severe international tension, great national emergency or actual or imminent hostilities.","Transport Act 2000, s.93(7)",2000 c. 38
17,17.1,Obstructing a person exercising any power conferred on him (enforcement of licensing scheme),"Transport Act 2000, s.190(4)",2000 c. 38
17,17.1,Assaulting an immigration officer exercising S2 detention powers,"UK Borders Act 2007, s.3(1)(b)",2007 c. 30
17,17.1,Assaulting an immigration officer ,"UK Borders Act 2007, s.22(1)",2007 c. 30
17,17.1,Disclosing information relating to identity of persons which is specified in the disclosure or can be deducted from that disclosure,"UK Borders Act 2007, s.42",2007 c. 30
17,17.1,Demanding payment for the inclusion of a person’s trade or business in a directory.,"Unsolicited Goods and Services Act 1971, s.3(2)",1971 c. 30
17,17.1,Vagrant violently resisting a constable,"Vagrancy Act 1824, s.4",1824 c. 83
17,17.1,"Forge/alter/use/lend/make document/authority to drive/card/licence/certificate with intent to deceive","Vehicle Drivers (Certificates of Professional Competence) Regulations 2007, s.13(1)",2007 No. 605
17,17.1,Knowingly make a false statement to obtain issue of a driver qualification card,"Vehicle Drivers (Certificates of Professional Competence) Regulations 2007, s.13(3)",2007 No. 605
17,17.1,"Fraud, forgery etc. and false or misleading information associated with registration and licensing documents","Vehicle Excise and Registration Act 1994, s. 44 and s.45",1994 c. 22
17,17.1,Restriction of practice of veterinary surgery by unqualified persons,"Veterinary Surgeons Act 1966, s.19(1)",1966 c. 36
17,17.1,Prohibition of use of practitioners’ titles by unqualified persons,"Veterinary Surgeons Act 1966, s.20",1966 c. 36
17,17.1,Supplying video recording of unclassified work,"Video Recordings Act 1984, s.9",1984 c. 39
17,17.1,Possession of video recording of unclassified work for the purposes of supply,"Video Recordings Act 1984, s.10",1984 c. 39
17,17.1,Offences under regulations 6 (Borrowing and banking of landfill allowances) and 7 (Trading and other transfer of landfill allowances).,"Waste and Emissions Trading Act 2003, s.8",2003 c. 33
17,17.1,Prohibition on unauthorised use of supply system or unauthorised introduction of water,"Water  Industry Act 1991, s.66I and 66J",1991 c. 56
17,17.1,Failure to give assistance/information to an inspector,"Water Industry Act 1991, s.86(6)",1991 c. 56
17,17.1,Prohibition of catching or treating whales within United Kingdom waters,"Whaling Industry (Regulation) Act 1934, s.2",1934 c. 49
17,17.1,Release or allow to escape into the wild any animal which is of a kind which is not ordinarily resident in and is not a regular visitor to Great Britain in a wild state,"Wildlife and Countryside Act 1981, s.14(1)",1981 c. 69
17,17.1,"Falsely pretending , with intent to deceive, to be a wildlife inspector.","Wildlife and Countryside Act 1981, s.14XB(4) s 19.XB(4)",1981 c. 69
17,17.1,Carrying out any operation likely to damage a site of special scientific interest,"Wildlife and Countryside Act 1981, s.28P",1981 c. 69
17,17.1,Remove or disturb limestone on designated land,"Wildlife and Countryside Act 1981, s.34",1981 c. 69
17,17.1,Establish/install/use a wireless telegraphy station/apparatus without a S.8 licence.,"Wireless Telegraphy Act 2006, s.8 and 35(1)",2006 c. 36
17,17.1,Possess/control wireless telegraphy station/apparatus with intent for self/another to use it to contravene s.8 and s.35(2). ,"Wireless Telegraphy Act 2006, s.36(1)",2006 c. 36
17,17.1,Having charge of premises knowingly cause/permit/fail to prevent use of premises for unlawful broadcasting.,"Wireless Telegraphy Act 2006, s.37",2006 c. 36
17,17.1,Facilitate unauthorised broadcasting.,"Wireless Telegraphy Act 2006, s.38(2)",2006 c. 36
17,17.1,Send/attempt to send false/misleading message by wireless telegraphy likely to endanger personal safety/ship/aircraft/vehicle.,"Wireless Telegraphy Act 2006, s.47",2006 c. 36
17,17.1,Use apparatus for the purpose of interfering with wireless telegraphy.,"Wireless Telegraphy Act 2006, s.68",2006 c. 36
17,17.1,"Broadcast, etc from a ship/aircraft while it is in /over the UK/external waters, or from a British registered ship/aircraft while it is not in/over the UK/external waters.","Wireless Telegraphy Act 2006, s.77",2006 c. 36
17,17.1,Broadcasting from structure/non-ship object affixed to/supported b y a bed of waters.,"Wireless Telegraph Act 2006, s.78",2006 c. 36
17,17.1,Ship owner/master make/procure broadcast capable of receipt in UK or cause wireless telegraphy interference in UK from non-British registered ship in prescribed area of high seas.,"Wireless Telegraph Act 2006, s.79",2006 c. 36
17,17.1,British person broadcast from non-British ship/aircraft/structure/object while on high seas.,"Wireless Telegraph Act 2006, s.80",2006 c. 36
17,17.1,"Manage/finance/operate/run a broadcasting station by which broadcasts are made contravening S.77,78,79 or 80.","Wireless Telegraph Act 2006, s.81",2006 c. 36
17,17.1,Facilitating broadcasting from ships or aircraft.,"Wireless Telegraph Act 2006, s.82",2006 c. 36
17,17.1,Facilitating broadcasting from structures or objects.,"Wireless Telegraph Act 2006, s.83",2006 c. 36
17,17.1,"Repair/maintain wireless apparatus knowing that broadcasts are to be made contrary to S.77,78,79 or 80.","Wireless Telegraph Act 2006, s.84",2006 c. 36
17,17.1,Offences relating to unlawful broadcasts.,"Wireless Telegraph Act 2006, s.85",2006 c. 36
17,17.1,Procure person in UK to commit a s.82-85 offence abroad.,"Wireless Telegraph Act 2006, s.87",2006 c. 36
17,17.1,Assault/obstruct enforcement officer acting under s.89/90 or fail/refuse to comply with s.89(4e-f) requirement,"Wireless Telegraphy Act 2006, s.92",2006 c. 36
17,17.1,Disclose information in contravention of s.111,"Wireless Telegraphy Act 2006, s.111(9)",2006 c. 36
17,17.1,Contravening a requirement or prohibition imposed by an improvement or prohibitive notice,"Working Time Regulations 1998, Regulation 29(1)",1998 No. 1833
